id,Phrase,Anchor_or_Target
24321,protrusion_groove,target
24322,protrusion_system,target
24323,random_rotation_matrix,target
24324,recessed_portion,target
24325,ridge,target
24326,rotate_projection,target
24327,rotate_protrusion,target
24328,rotation_control_groove,target
24329,rotation_groove,target
24330,rotation_of_protrusion,target
24331,rotation_portion,target
24332,rotational,target
24333,rotational_portion,target
24334,rotator_cuff,target
24335,side_surface,target
24336,threaded_fastener,target
24337,turning_of_protrusion,target
24338,twisting_of_protrusion,target
24339,apart_rotor,target
24340,apart_stages,target
24341,cam_assembly,target
24342,compressor_disks,target
24343,impeller_stage,target
24344,performance_stage,target
24345,processing_stages,target
24346,rotary_positioning_stages,target
24347,rotor_assemblies,target
24348,rotor_blades,target
24349,rotor_clouds,target
24350,rotor_stage,target
24351,rotor_syndrome,target
24352,rotors,target
24353,rotors_stage,target
24354,rotors_stages,target
24355,stage_background,target
24356,stage_podium,target
24357,stage_turbine_blades,target
24358,stator_stage,target
24359,stator_stages,target
24360,stator_vanes,target
24361,stepper_motor,target
24362,turbine_blades,target
24363,turbine_rotor_assembly,target
24364,turbine_rotor_stage,target
24365,airfoils,target
24366,blades_stages,target
24367,cell_row,target
24368,disk_throw,target
24369,fuel_filter,target
24370,piston_member,target
24371,plurality_of_sets,target
24372,plurality_of_stages,target
24373,plurality_rotor_stages,target
24374,radial_flow_rotor_stages,target
24375,radial_rotor_stages,target
24376,rotar_stage,target
24377,rotor_phases,target
24378,rotor_sets,target
24379,rotor_system,target
24380,rotor_type_hyperbilirubinemia,target
24381,rotors_blades,target
24382,rows,target
24383,set_identifier,target
24384,sets,target
24385,stage_rotor_blades,target
24386,stages_of_cancer,target
24387,turbine_sets,target
24388,turbine_stages,target
24389,vehicle_fuel_generation,target
24390,alternating_rotor,target
24391,alternating_rotors,target
24392,intake_inlets,target
24393,intake_openings,target
24394,rotor_mounted,target
24395,rotor_stage_arranged,target
24396,rotor_stage_mounted,target
24397,rotor_stage_shown,target
24398,rotor_stages_arranged,target
24399,rotor_stages_mounted,target
24400,rotor_stages_shown,target
24401,rotors_mounted,target
24402,rotors_stage_mounted,target
24403,rotors_stages_arranged,target
24404,rotors_stages_mounted,target
24405,turbine_stage_shown,target
24406,during_meeting,target
24407,during_specific,target
24408,gap_timing,target
24409,length_tm,target
24410,non_interval_run,target
24411,operate_during_interval,target
24412,operate_during_run,target
24413,operating_car,target
24414,operating_device,target
24415,race_during_interval,target
24416,run_during_time_interval,target
24417,run_for_fun,target
24418,running_interval,target
24419,running_marathon,target
24420,time_duration,target
24421,time_interval,target
24422,time_lapse,target
24423,time_period,target
24424,calculate,target
24425,codes_class,target
24426,credit_total,target
24427,current_number,target
24428,current_total,target
24429,emergency_signal,target
24430,huffman_codes,target
24431,limit_controller,target
24432,log_table,target
24433,points_balance,target
24434,predetermined_list,target
24435,predetermined_set,target
24436,running_log,target
24437,secure_data,target
24438,set_number,target
24439,stationary_items,target
24440,stationary_tally,target
24441,tally,target
24442,tally_number,target
24443,tally_sheet,target
24444,tally_sheets,target
24445,web_signal,target
24446,working_tally,target
24447,animalia,target
24448,arthropoda,target
24449,collembola,target
24450,dunaliella_salina,target
24451,entognatha,target
24452,fish,target
24453,paronellidae,target
24454,salina_banksi,target
24455,salina_beta,target
24456,salina_celebensis,target
24457,saliva,target
24458,snake,target
24459,spit,target
24460,springtail,target
24461,yes,target
24462,carbon_dioxide,target
24463,clay_formation,target
24464,earthy_materials,target
24465,eroded_rocks,target
24466,formation_of_cake,target
24467,formation_of_muscles,target
24468,formation_of_strength,target
24469,formation_strata,target
24470,mineral_particles,target
24471,oxide_of_silicon,target
24472,rocks_erode,target
24473,sandstone_formation,target
24474,sea_beach,target
24475,sedimentary_rocks,target
24476,silica_sand,target
24477,silicon_dioxid,target
24478,silicon_dioxide_layers_formation,target
24479,strata,target
24480,strata_formation,target
24481,subterranean_formation,target
24482,thorium_dioxide,target
24483,zirconia_dioxide,target
24484,area_code,target
24485,blood_vessel_formation,target
24486,chemical_formation,target
24487,continuous_sampling_drill_bit,target
24488,downhole_tool,target
24489,drilling_zones,target
24490,formation_of_blood_clots,target
24491,formation_rocks,target
24492,limestone_formations,target
24493,porous_rock_formation,target
24494,rocks_break,target
24495,sand_development,target
24496,sand_formation,target
24497,sand_growth,target
24498,sand_layer,target
24499,sand_system,target
24500,sandfly_fever,target
24501,sands_formation,target
24502,soil_breaker,target
24503,subterranean_sand_formation,target
24504,surrounding_formation,target
24505,underground_formation,target
24506,asphalt_saturated_felt,target
24507,bitumen,target
24508,bituminous_saturated_felt,target
24509,cloth,target
24510,dry_felt,target
24511,felt,target
24512,felt_cloth,target
24513,felt_composite,target
24514,felt_pen,target
24515,felt_roof,target
24516,felt_substrate,target
24517,felts,target
24518,saturate_felt,target
24519,saturated_fabric,target
24520,saturated_fat,target
24521,saturated_market,target
24522,saturated_soil,target
24523,underlayment_product,target
24524,wet_felt,target
24525,asphalt_shingles,target
24526,follower,target
24527,ice_damming,target
24528,material_recycling_system,target
24529,mechanical_system,target
24530,plastic_housing,target
24531,roller_drum,target
24532,roller_skates,target
24533,roofing_felt,target
24534,roofing_membranes,target
24535,saturated_fatty_acid,target
24536,saturated_felt_paper,target
24537,saturated_felt_underlayment,target
24538,saturated_organic_felts,target
24539,unsaturated_felt,target
24540,waterproofing_compound,target
24541,acoustic_wave,target
24542,blood_sensor,target
24543,coil_system,target
24544,coil_winding,target
24545,fuel_regulation,target
24546,hydrophone,target
24547,invasive_blood_pressure_sensor,target
24548,measurement_sensor,target
24549,microelectromechanical_systems,target
24550,planar_surface,target
24551,saw_sensor,target
24552,saw_sensor_through_the_interface_member,target
24553,saw_temperature_sensor,target
24554,saw_tool,target
24555,sensor_system,target
24556,spark_ignition,target
24557,strain_determination_method,target
24558,strain_determination_system,target
24559,strain_sensor_system,target
24560,strain_system,target
24561,surface_acoustic_wave_sensors,target
24562,system_of_sensor,target
24563,mechanical_sensor,target
24564,mechanical_transducer,target
24565,sensors,target
24566,batteryless_pressure_sensor,target
24567,bulk_acoustic_wave,target
24568,detective_element,target
24569,device_making,target
24570,dual_resonant,target
24571,elastic_surface_wave_sensor,target
24572,interdigital_transducer,target
24573,piezoelectric_crystal,target
24574,rain_sensor,target
24575,remote_calibrator,target
24576,rf_id,target
24577,saw_wave,target
24578,sensing_device,target
24579,sensor_reflector,target
24580,surface_acoustic_wave_sensor,target
24581,system_operator,target
24582,vehicle_speed_sensor,target
24583,saw_array,target
24584,saw_sensors,target
24585,saws_sensor,target
24586,saws_sensors,target
24587,selected_saw_sensor,target
24588,selected_saw_sensors,target
24589,capacitor,target
24590,charge_polarity,target
24591,different_polarities,target
24592,different_polarity,target
24593,electrical_waveform,target
24594,matlab,target
24595,opposite_polarities,target
24596,opposite_polarity,target
24597,polarities,target
24598,predetermined_polarities,target
24599,predetermined_polarity,target
24600,ramp_wave,target
24601,rectangular_wave,target
24602,rectangular_waveforms,target
24603,same_polarities,target
24604,same_polarity,target
24605,sawtooth,target
24606,sawtooth_pulses,target
24607,sawtooth_sine,target
24608,sawtooth_sine_waves,target
24609,sawtooth_steel,target
24610,sawtooth_wave,target
24611,sawtooth_wave_pulses,target
24612,sawtooth_waveforms,target
24613,saxophone_sound,target
24614,signal_waveform,target
24615,sine,target
24616,sine_sawtooth,target
24617,sine_sawtooth_waves,target
24618,sine_waveforms,target
24619,sine_waves,target
24620,square_wave,target
24621,swatooth_blade,target
24622,tone,target
24623,trapezoidal_pulses,target
24624,triangular_pulses,target
24625,triangular_wave,target
24626,triangular_waves,target
24627,wave_pulses,target
24628,wave_surf,target
24629,waveform,target
24630,waveform_generator,target
24631,waves,target
24632,harmonics,target
24633,non_sinusoidal_waveform,target
24634,period,target
24635,pure,target
24636,ramp_waveform,target
24637,sawtooth_blade,target
24638,sinusoidal,target
24639,synthesizers,target
24640,triangle_theory,target
24641,triangle_waves,target
24642,wave_board,target
24643,data_pulses,target
24644,negative_pulses,target
24645,anti_scorch,target
24646,burn,target
24647,burst_into_flames,target
24648,catch_fire,target
24649,cold,target
24650,coldness,target
24651,foam_scorch,target
24652,heat_up,target
24653,heating_substance,target
24654,ice,target
24655,ignite,target
24656,mark,target
24657,marks,target
24658,scorch_container,target
24659,scorch_device,target
24660,scorch_inhibitor,target
24661,scorch_resistant,target
24662,scorch_safety,target
24663,scorch_time,target
24664,scorching,target
24665,smoking_article,target
24666,flame,target
24667,mooney_scorch,target
24668,peroxide_scorch,target
24669,rubber_scorch,target
